,source,start,end,duration,value,unit,sub_children
113,Noah’s Apple Watch,2024-06-18 21:55:59 -0400,2024-06-18 21:55:59 -0400,0 days 00:00:00,1.11,m,[]
114,Noah’s Apple Watch,2024-06-18 21:57:14 -0400,2024-06-18 21:57:14 -0400,0 days 00:00:00,1.31,m,[]
115,Noah’s Apple Watch,2024-06-18 21:57:19 -0400,2024-06-18 21:57:19 -0400,0 days 00:00:00,1.28,m,[]
116,Noah’s Apple Watch,2024-06-18 21:57:24 -0400,2024-06-18 21:57:24 -0400,0 days 00:00:00,1.23,m,[]
117,Noah’s Apple Watch,2024-06-18 21:57:29 -0400,2024-06-18 21:57:29 -0400,0 days 00:00:00,1.2,m,[]
118,Noah’s Apple Watch,2024-06-18 21:57:34 -0400,2024-06-18 21:57:34 -0400,0 days 00:00:00,1.22,m,[]
119,Noah’s Apple Watch,2024-06-18 21:57:40 -0400,2024-06-18 21:57:40 -0400,0 days 00:00:00,1.29,m,[]
120,Noah’s Apple Watch,2024-06-18 21:57:45 -0400,2024-06-18 21:57:45 -0400,0 days 00:00:00,1.29,m,[]
121,Noah’s Apple Watch,2024-06-18 21:57:50 -0400,2024-06-18 21:57:50 -0400,0 days 00:00:00,1.28,m,[]
122,Noah’s Apple Watch,2024-06-18 21:57:55 -0400,2024-06-18 21:57:55 -0400,0 days 00:00:00,1.53,m,[]
123,Noah’s Apple Watch,2024-06-18 21:58:00 -0400,2024-06-18 21:58:00 -0400,0 days 00:00:00,1.46,m,[]
124,Noah’s Apple Watch,2024-06-18 21:58:05 -0400,2024-06-18 21:58:05 -0400,0 days 00:00:00,1.39,m,[]
125,Noah’s Apple Watch,2024-06-18 21:58:10 -0400,2024-06-18 21:58:10 -0400,0 days 00:00:00,1.41,m,[]
126,Noah’s Apple Watch,2024-06-18 21:58:16 -0400,2024-06-18 21:58:16 -0400,0 days 00:00:00,1.4,m,[]
127,Noah’s Apple Watch,2024-06-18 21:58:21 -0400,2024-06-18 21:58:21 -0400,0 days 00:00:00,1.38,m,[]
128,Noah’s Apple Watch,2024-06-18 21:58:26 -0400,2024-06-18 21:58:26 -0400,0 days 00:00:00,1.36,m,[]
129,Noah’s Apple Watch,2024-06-18 21:58:31 -0400,2024-06-18 21:58:31 -0400,0 days 00:00:00,1.33,m,[]
130,Noah’s Apple Watch,2024-06-18 21:58:36 -0400,2024-06-18 21:58:36 -0400,0 days 00:00:00,1.33,m,[]
131,Noah’s Apple Watch,2024-06-18 21:58:41 -0400,2024-06-18 21:58:41 -0400,0 days 00:00:00,1.39,m,[]
132,Noah’s Apple Watch,2024-06-18 21:58:46 -0400,2024-06-18 21:58:46 -0400,0 days 00:00:00,1.38,m,[]
133,Noah’s Apple Watch,2024-06-18 21:58:52 -0400,2024-06-18 21:58:52 -0400,0 days 00:00:00,1.33,m,[]
134,Noah’s Apple Watch,2024-06-18 21:58:57 -0400,2024-06-18 21:58:57 -0400,0 days 00:00:00,1.29,m,[]
135,Noah’s Apple Watch,2024-06-18 21:59:02 -0400,2024-06-18 21:59:02 -0400,0 days 00:00:00,1.32,m,[]
136,Noah’s Apple Watch,2024-06-18 21:59:07 -0400,2024-06-18 21:59:07 -0400,0 days 00:00:00,1.36,m,[]
137,Noah’s Apple Watch,2024-06-18 21:59:12 -0400,2024-06-18 21:59:12 -0400,0 days 00:00:00,1.38,m,[]
138,Noah’s Apple Watch,2024-06-18 21:59:17 -0400,2024-06-18 21:59:17 -0400,0 days 00:00:00,1.36,m,[]
139,Noah’s Apple Watch,2024-06-18 21:59:22 -0400,2024-06-18 21:59:22 -0400,0 days 00:00:00,1.36,m,[]
140,Noah’s Apple Watch,2024-06-18 21:59:27 -0400,2024-06-18 21:59:27 -0400,0 days 00:00:00,1.56,m,[]
141,Noah’s Apple Watch,2024-06-18 21:59:33 -0400,2024-06-18 21:59:33 -0400,0 days 00:00:00,1.53,m,[]
142,Noah’s Apple Watch,2024-07-12 19:16:21 -0400,2024-07-12 19:16:21 -0400,0 days 00:00:00,1.05,m,[]
143,Noah’s Apple Watch,2024-07-12 19:16:26 -0400,2024-07-12 19:16:26 -0400,0 days 00:00:00,1.31,m,[]
144,Noah’s Apple Watch,2024-07-12 19:16:31 -0400,2024-07-12 19:16:31 -0400,0 days 00:00:00,1.26,m,[]
145,Noah’s Apple Watch,2024-07-12 19:16:36 -0400,2024-07-12 19:16:36 -0400,0 days 00:00:00,1.28,m,[]
146,Noah’s Apple Watch,2024-07-12 19:16:42 -0400,2024-07-12 19:16:42 -0400,0 days 00:00:00,1.22,m,[]
147,Noah’s Apple Watch,2024-07-12 19:16:47 -0400,2024-07-12 19:16:47 -0400,0 days 00:00:00,1.19,m,[]
148,Noah’s Apple Watch,2024-07-12 19:16:52 -0400,2024-07-12 19:16:52 -0400,0 days 00:00:00,1.34,m,[]
149,Noah’s Apple Watch,2024-07-12 19:16:57 -0400,2024-07-12 19:16:57 -0400,0 days 00:00:00,1.51,m,[]
150,Noah’s Apple Watch,2024-07-12 19:17:02 -0400,2024-07-12 19:17:02 -0400,0 days 00:00:00,1.76,m,[]
151,Noah’s Apple Watch,2024-07-12 19:17:07 -0400,2024-07-12 19:17:07 -0400,0 days 00:00:00,1.48,m,[]
152,Noah’s Apple Watch,2024-07-12 19:17:12 -0400,2024-07-12 19:17:12 -0400,0 days 00:00:00,1.5,m,[]
